CS,ALT,ID,PURPOSE,AV,TT,COST,SM_TT,SM_CO,CAR_TT,CAR_CO,CHOICE_OLD,CHOICE
9171,3,1019,4,1,90,78,41,56,90,78,2,0
9172,1,1020,4,1,419,74,234,82,240,120,3,0
9172,2,1020,4,1,234,82,234,82,240,120,3,0
9172,3,1020,4,1,240,120,234,82,240,120,3,1
9173,1,1020,4,1,419,74,224,99,312,195,2,0
9173,2,1020,4,1,224,99,224,99,312,195,2,1
9173,3,1020,4,1,312,195,224,99,312,195,2,0
9174,1,1020,4,1,419,67,216,91,312,150,2,0
9174,2,1020,4,1,216,91,216,91,312,150,2,1
9174,3,1020,4,1,312,150,216,91,312,150,2,0
9175,1,1020,4,1,320,67,216,91,192,195,3,0
9175,2,1020,4,1,216,91,216,91,192,195,3,0
9175,3,1020,4,1,192,195,216,91,192,195,3,1
9176,1,1020,4,1,353,74,216,88,312,120,2,0
9176,2,1020,4,1,216,88,216,88,312,120,2,1
9176,3,1020,4,1,312,120,216,88,312,120,2,0
9177,1,1020,4,1,353,67,224,78,192,150,3,0
9177,2,1020,4,1,224,78,224,78,192,150,3,0
9177,3,1020,4,1,192,150,224,78,192,150,3,1
9178,1,1020,4,1,353,89,216,97,192,120,3,0
9178,2,1020,4,1,216,97,216,97,192,120,3,0
9178,3,1020,4,1,192,120,216,97,192,120,3,1
9179,1,1020,4,1,419,89,224,102,192,195,3,0
9179,2,1020,4,1,224,102,224,102,192,195,3,0
9179,3,1020,4,1,192,195,224,102,192,195,3,1
9180,1,1020,4,1,353,74,224,99,240,150,3,0
9180,2,1020,4,1,224,99,224,99,240,150,3,0
9180,3,1020,4,1,240,150,224,99,240,150,3,1
9181,1,1021,4,1,141,48,61,50,130,80,2,0
9181,2,1021,4,1,61,50,61,50,130,80,2,1
9181,3,1021,4,1,130,80,61,50,130,80,2,0
9182,1,1021,4,1,108,36,64,42,169,64,2,0
9182,2,1021,4,1,64,42,64,42,169,64,2,1
9182,3,1021,4,1,169,64,64,42,169,64,2,0
9183,1,1021,4,1,141,36,68,45,104,64,3,0
9183,2,1021,4,1,68,45,68,45,104,64,3,0
9183,3,1021,4,1,104,64,68,45,104,64,3,1
9184,1,1021,4,1,119,36,68,45,169,104,1,1
9184,2,1021,4,1,68,45,68,45,169,104,1,0
9184,3,1021,4,1,169,104,68,45,169,104,1,0
9185,1,1021,4,1,119,40,68,45,104,104,2,0
9185,2,1021,4,1,68,45,68,45,104,104,2,1
9185,3,1021,4,1,104,104,68,45,104,104,2,0
9186,1,1021,4,1,108,40,68,45,169,80,2,0
9186,2,1021,4,1,68,45,68,45,169,80,2,1
9186,3,1021,4,1,169,80,68,45,169,80,2,0
9187,1,1021,4,1,108,48,64,53,130,64,3,0
9187,2,1021,4,1,64,53,64,53,130,64,3,0
9187,3,1021,4,1,130,64,64,53,130,64,3,1
9188,1,1021,4,1,108,40,61,48,130,104,2,0
9188,2,1021,4,1,61,48,61,48,130,104,2,1
9188,3,1021,4,1,130,104,61,48,130,104,2,0
9189,1,1021,4,1,119,48,68,62,130,104,1,1
9189,2,1021,4,1,68,62,68,62,130,104,1,0
9189,3,1021,4,1,130,104,68,62,130,104,1,0
9190,1,1022,4,1,106,84,34,91,80,50,3,0
9190,2,1022,4,1,34,91,34,91,80,50,3,0
9190,3,1022,4,1,80,50,34,91,80,50,3,1
9191,1,1022,4,1,85,63,37,76,104,40,2,0
9191,2,1022,4,1,37,76,37,76,104,40,2,1
9191,3,1022,4,1,104,40,37,76,104,40,2,0
9192,1,1022,4,1,106,63,41,80,64,40,3,0
9192,2,1022,4,1,41,80,41,80,64,40,3,0
9192,3,1022,4,1,64,40,41,80,64,40,3,1
9193,1,1022,4,1,92,63,41,80,104,65,2,0
9193,2,1022,4,1,41,80,41,80,104,65,2,1
9193,3,1022,4,1,104,65,41,80,104,65,2,0
9194,1,1022,4,1,92,70,41,83,64,65,3,0
9194,2,1022,4,1,41,83,41,83,64,65,3,0
9194,3,1022,4,1,64,65,41,83,64,65,3,1
9195,1,1022,4,1,85,70,41,83,104,50,3,0
9195,2,1022,4,1,41,83,41,83,104,50,3,0
9195,3,1022,4,1,104,50,41,83,104,50,3,1
9196,1,1022,4,1,85,84,37,98,80,40,3,0
9196,2,1022,4,1,37,98,37,98,80,40,3,0
9196,3,1022,4,1,80,40,37,98,80,40,3,1
9197,1,1022,4,1,85,70,34,86,80,65,2,0
9197,2,1022,4,1,34,86,34,86,80,65,2,1
9197,3,1022,4,1,80,65,34,86,80,65,2,0
9198,1,1022,4,1,92,84,41,111,80,65,3,0
9198,2,1022,4,1,41,111,41,111,80,65,3,0
9198,3,1022,4,1,80,65,41,111,80,65,3,1
9199,1,1023,4,1,236,148,63,156,210,150,2,0
9199,2,1023,4,1,63,156,63,156,210,150,2,1
9199,3,1023,4,1,210,150,63,156,210,150,2,0
9200,1,1023,4,1,182,111,71,128,273,120,2,0
9200,2,1023,4,1,71,128,71,128,273,120,2,1
9200,3,1023,4,1,273,120,71,128,273,120,2,0
9201,1,1023,4,1,236,111,81,132,168,120,3,0
9201,2,1023,4,1,81,132,81,132,168,120,3,0
9201,3,1023,4,1,168,120,81,132,168,120,3,1
9202,1,1023,4,1,200,111,81,132,273,195,2,0
9202,2,1023,4,1,81,132,81,132,273,195,2,1
9202,3,1023,4,1,273,195,81,132,273,195,2,0
9203,1,1023,4,1,200,123,81,139,168,195,2,0
9203,2,1023,4,1,81,139,81,139,168,195,2,1
9203,3,1023,4,1,168,195,81,139,168,195,2,0
9204,1,1023,4,1,182,123,81,139,273,150,2,0
9204,2,1023,4,1,81,139,81,139,273,150,2,1
9204,3,1023,4,1,273,150,81,139,273,150,2,0
9205,1,1023,4,1,182,148,71,165,210,120,3,0
9205,2,1023,4,1,71,165,71,165,210,120,3,0
9205,3,1023,4,1,210,120,71,165,210,120,3,1
9206,1,1023,4,1,182,123,63,144,210,195,2,0
9206,2,1023,4,1,63,144,63,144,210,195,2,1
9206,3,1023,4,1,210,195,63,144,210,195,2,0
9207,1,1023,4,1,200,148,81,198,210,195,2,0
9207,2,1023,4,1,81,198,81,198,210,195,2,1
9207,3,1023,4,1,210,195,81,198,210,195,2,0
9208,1,1024,4,1,146,80,55,90,110,52,2,0
9208,2,1024,4,1,55,90,55,90,110,52,2,1
9208,3,1024,4,1,110,52,55,90,110,52,2,0
9209,1,1024,4,1,146,80,49,106,143,84,2,0
9209,2,1024,4,1,49,106,49,106,143,84,2,1
9209,3,1024,4,1,143,84,49,106,143,84,2,0
9210,1,1024,4,1,146,72,44,99,143,65,2,0
9210,2,1024,4,1,44,99,44,99,143,65,2,1
9210,3,1024,4,1,143,65,44,99,143,65,2,0
9211,1,1024,4,1,114,72,44,99,88,84,3,0
9211,2,1024,4,1,44,99,44,99,88,84,3,0
9211,3,1024,4,1,88,84,44,99,88,84,3,1
9212,1,1024,4,1,125,80,44,91,143,52,2,0
9212,2,1024,4,1,44,91,44,91,143,52,2,1
9212,3,1024,4,1,143,52,44,91,143,52,2,0
9213,1,1024,4,1,125,72,49,83,88,65,3,0
9213,2,1024,4,1,49,83,49,83,88,65,3,0
9213,3,1024,4,1,88,65,49,83,88,65,3,1
9214,1,1024,4,1,125,96,44,99,88,52,2,0
9214,2,1024,4,1,44,99,44,99,88,52,2,1
9214,3,1024,4,1,88,52,44,99,88,52,2,0
9215,1,1024,4,1,146,96,49,106,88,84,3,0
9215,2,1024,4,1,49,106,49,106,88,84,3,0
9215,3,1024,4,1,88,84,49,106,88,84,3,1
9216,1,1024,4,1,125,80,49,106,110,65,3,0
9216,2,1024,4,1,49,106,49,106,110,65,3,0
9216,3,1024,4,1,110,65,49,106,110,65,3,1
9217,1,1025,4,1,120,76,90,83,90,55,3,0
9217,2,1025,4,1,90,83,90,83,90,55,3,0
9217,3,1025,4,1,90,55,90,83,90,55,3,1
9218,1,1025,4,1,95,57,92,63,117,44,1,1
9218,2,1025,4,1,92,63,92,63,117,44,1,0
9218,3,1025,4,1,117,44,92,63,117,44,1,0
9219,1,1025,4,1,120,57,94,65,72,44,3,0
9219,2,1025,4,1,94,65,94,65,72,44,3,0
9219,3,1025,4,1,72,44,94,65,72,44,3,1
9220,1,1025,4,1,103,57,94,65,117,71,1,1
9220,2,1025,4,1,94,65,94,65,117,71,1,0
9220,3,1025,4,1,117,71,94,65,117,71,1,0
9221,1,1025,4,1,103,63,94,70,72,71,3,0
9221,2,1025,4,1,94,70,94,70,72,71,3,0
9221,3,1025,4,1,72,71,94,70,72,71,3,1
9222,1,1025,4,1,95,63,94,70,117,55,1,1
9222,2,1025,4,1,94,70,94,70,117,55,1,0
9222,3,1025,4,1,117,55,94,70,117,55,1,0
9223,1,1025,4,1,95,76,92,83,90,44,3,0
9223,2,1025,4,1,92,83,92,83,90,44,3,0
9223,3,1025,4,1,90,44,92,83,90,44,3,1
9224,1,1025,4,1,95,63,90,71,90,71,3,0
9224,2,1025,4,1,90,71,90,71,90,71,3,0
9224,3,1025,4,1,90,71,90,71,90,71,3,1
9225,1,1025,4,1,103,76,94,91,90,71,3,0
9225,2,1025,4,1,94,91,94,91,90,71,3,0
9225,3,1025,4,1,90,71,94,91,90,71,3,1
9226,1,1026,4,1,120,76,49,86,90,40,2,0
9226,2,1026,4,1,49,86,49,86,90,40,2,1
9226,3,1026,4,1,90,40,49,86,90,40,2,0
9227,1,1026,4,1,120,76,45,103,117,65,3,0
9227,2,1026,4,1,45,103,45,103,117,65,3,0
9227,3,1026,4,1,117,65,45,103,117,65,3,1
9228,1,1026,4,1,120,68,42,95,117,50,2,0
9228,2,1026,4,1,42,95,42,95,117,50,2,1
9228,3,1026,4,1,117,50,42,95,117,50,2,0
9229,1,1026,4,1,90,68,42,95,72,65,1,1
9229,2,1026,4,1,42,95,42,95,72,65,1,0
9229,3,1026,4,1,72,65,42,95,72,65,1,0
9230,1,1026,4,1,100,76,42,91,117,40,3,0
9230,2,1026,4,1,42,91,42,91,117,40,3,0
9230,3,1026,4,1,117,40,42,91,117,40,3,1
9231,1,1026,4,1,100,68,45,80,72,50,3,0
9231,2,1026,4,1,45,80,45,80,72,50,3,0
9231,3,1026,4,1,72,50,45,80,72,50,3,1
9232,1,1026,4,1,100,91,42,98,72,40,2,0
9232,2,1026,4,1,42,98,42,98,72,40,2,1
9232,3,1026,4,1,72,40,42,98,72,40,2,0
9233,1,1026,4,1,120,91,45,103,72,65,2,0
9233,2,1026,4,1,45,103,45,103,72,65,2,1
9233,3,1026,4,1,72,65,45,103,72,65,2,0
9234,1,1026,4,1,100,76,45,103,90,50,3,0
9234,2,1026,4,1,45,103,45,103,90,50,3,0
9234,3,1026,4,1,90,50,45,103,90,50,3,1
9235,1,1027,4,1,188,133,80,149,208,105,2,0
9235,2,1027,4,1,80,149,80,149,208,105,2,1
9235,3,1027,4,1,208,105,80,149,208,105,2,0
9236,1,1027,4,1,170,133,74,144,208,136,2,0
9236,2,1027,4,1,74,144,74,144,208,136,2,1
9236,3,1027,4,1,208,136,74,144,208,136,2,0
9237,1,1027,4,1,224,133,88,172,208,84,2,0
9237,2,1027,4,1,88,172,88,172,208,84,2,1
9237,3,1027,4,1,208,84,88,172,208,84,2,0
9238,1,1027,4,1,170,111,80,149,128,84,3,0
9238,2,1027,4,1,80,149,80,149,128,84,3,0
9238,3,1027,4,1,128,84,80,149,128,84,3,1
9239,1,1027,4,1,224,100,80,114,160,136,2,0
9239,2,1027,4,1,80,114,80,114,160,136,2,1
9239,3,1027,4,1,160,136,80,114,160,136,2,0
9240,1,1027,4,1,188,100,74,139,160,84,2,0
9240,2,1027,4,1,74,139,74,139,160,84,2,1
9240,3,1027,4,1,160,84,74,139,160,84,2,0
9241,1,1027,4,1,170,133,88,172,128,105,3,0
9241,2,1027,4,1,88,172,88,172,128,105,3,0
9241,3,1027,4,1,128,105,88,172,128,105,3,1
9242,1,1027,4,1,170,100,88,123,160,105,2,0
9242,2,1027,4,1,88,123,88,123,160,105,2,1
9242,3,1027,4,1,160,105,88,123,160,105,2,0
9243,1,1027,4,1,224,111,74,132,128,105,2,0
9243,2,1027,4,1,74,132,74,132,128,105,2,1
9243,3,1027,4,1,128,105,74,132,128,105,2,0
9244,1,1028,4,1,54,40,30,50,52,30,3,0
9244,2,1028,4,1,30,50,30,50,52,30,3,0
9244,3,1028,4,1,52,30,30,50,52,30,3,1
9245,1,1028,4,1,51,40,28,45,52,39,2,0
9245,2,1028,4,1,28,45,28,45,52,39,2,1
9245,3,1028,4,1,52,39,28,45,52,39,2,0
9246,1,1028,4,1,61,40,32,62,52,24,3,0
9246,2,1028,4,1,32,62,32,62,52,24,3,0
9246,3,1028,4,1,52,24,32,62,52,24,3,1
9247,1,1028,4,1,51,33,30,52,32,24,3,0
9247,2,1028,4,1,30,52,30,52,32,24,3,0
9247,3,1028,4,1,32,24,30,52,32,24,3,1
9248,1,1028,4,1,61,30,30,37,40,39,2,0
9248,2,1028,4,1,30,37,30,37,40,39,2,1
9248,3,1028,4,1,40,39,30,37,40,39,2,0
9249,1,1028,4,1,54,30,28,45,40,24,3,0
9249,2,1028,4,1,28,45,28,45,40,24,3,0
9249,3,1028,4,1,40,24,28,45,40,24,3,1
9250,1,1028,4,1,51,40,32,62,32,30,3,0
9250,2,1028,4,1,32,62,32,62,32,30,3,0
9250,3,1028,4,1,32,30,32,62,32,30,3,1
9251,1,1028,4,1,51,30,32,38,40,30,3,0
9251,2,1028,4,1,32,38,32,38,40,30,3,0
9251,3,1028,4,1,40,30,32,38,40,30,3,1
9252,1,1028,4,1,61,33,28,42,32,30,3,0
9252,2,1028,4,1,28,42,28,42,32,30,3,0
9252,3,1028,4,1,32,30,28,42,32,30,3,1
9253,1,1029,4,1,200,148,71,165,273,115,3,0
9253,2,1029,4,1,71,165,71,165,273,115,3,0
9253,3,1029,4,1,273,115,71,165,273,115,3,1
9254,1,1029,4,1,182,148,63,156,273,149,1,1
9254,2,1029,4,1,63,156,63,156,273,149,1,0
9254,3,1029,4,1,273,149,63,156,273,149,1,0
9255,1,1029,4,1,236,148,81,198,273,92,3,0
9255,2,1029,4,1,81,198,81,198,273,92,3,0
9255,3,1029,4,1,273,92,81,198,273,92,3,1
9256,1,1029,4,1,182,123,71,172,168,92,3,0
9256,2,1029,4,1,71,172,71,172,168,92,3,0
9256,3,1029,4,1,168,92,71,172,168,92,3,1
9257,1,1029,4,1,236,111,71,128,210,149,2,0
9257,2,1029,4,1,71,128,71,128,210,149,2,1
9257,3,1029,4,1,210,149,71,128,210,149,2,0
9258,1,1029,4,1,200,111,63,156,210,92,1,1
9258,2,1029,4,1,63,156,63,156,210,92,1,0
9258,3,1029,4,1,210,92,63,156,210,92,1,0
9259,1,1029,4,1,182,148,81,198,168,115,3,0
9259,2,1029,4,1,81,198,81,198,168,115,3,0
9259,3,1029,4,1,168,115,81,198,168,115,3,1
9260,1,1029,4,1,182,111,81,132,210,115,2,0
9260,2,1029,4,1,81,132,81,132,210,115,2,1
9260,3,1029,4,1,210,115,81,132,210,115,2,0
9261,1,1029,4,1,236,123,63,144,168,115,2,0
9261,2,1029,4,1,63,144,63,144,168,115,2,1
9261,3,1029,4,1,168,115,63,144,168,115,2,0
9262,1,1030,4,1,197,137,89,156,273,110,2,0
9262,2,1030,4,1,89,156,89,156,273,110,2,1
9262,3,1030,4,1,273,110,89,156,273,110,2,0
9263,1,1030,4,1,177,137,83,149,273,143,2,0
9263,2,1030,4,1,83,149,83,149,273,143,2,1
9263,3,1030,4,1,273,143,83,149,273,143,2,0
9264,1,1030,4,1,236,137,97,182,273,88,3,0
9264,2,1030,4,1,97,182,97,182,273,88,3,0
9264,3,1030,4,1,273,88,97,182,273,88,3,1
9265,1,1030,4,1,177,114,89,156,168,88,3,0
9265,2,1030,4,1,89,156,89,156,168,88,3,0
9265,3,1030,4,1,168,88,89,156,168,88,3,1
9266,1,1030,4,1,236,103,89,123,210,143,2,0
9266,2,1030,4,1,89,123,89,123,210,143,2,1
9266,3,1030,4,1,210,143,89,123,210,143,2,0
9267,1,1030,4,1,197,103,83,144,210,88,3,0
9267,2,1030,4,1,83,144,83,144,210,88,3,0
9267,3,1030,4,1,210,88,83,144,210,88,3,1
9268,1,1030,4,1,177,137,97,182,168,110,3,0
9268,2,1030,4,1,97,182,97,182,168,110,3,0
9268,3,1030,4,1,168,110,97,182,168,110,3,1
9269,1,1030,4,1,177,103,97,128,210,110,2,0
9269,2,1030,4,1,97,128,97,128,210,110,2,1
9269,3,1030,4,1,210,110,97,128,210,110,2,0
9270,1,1030,4,1,236,114,83,139,168,110,2,0
9270,2,1030,4,1,83,139,83,139,168,110,2,1
9270,3,1030,4,1,168,110,83,139,168,110,2,0
9271,1,1031,4,1,392,158,222,165,190,105,3,0
9271,2,1031,4,1,222,165,222,165,190,105,3,0
9271,3,1031,4,1,190,105,222,165,190,105,3,1
9272,1,1031,4,1,305,119,228,132,247,84,3,0
9272,2,1031,4,1,228,132,228,132,247,84,3,0
9272,3,1031,4,1,247,84,228,132,247,84,3,1
9273,1,1031,4,1,392,119,236,139,152,84,3,0
9273,2,1031,4,1,236,139,236,139,152,84,3,0
9273,3,1031,4,1,152,84,236,139,152,84,3,1
9274,1,1031,4,1,334,119,236,139,247,136,3,0
9274,2,1031,4,1,236,139,236,139,247,136,3,0
9274,3,1031,4,1,247,136,236,139,247,136,3,1
9275,1,1031,4,1,334,132,236,144,152,136,3,0
9275,2,1031,4,1,236,144,236,144,152,136,3,0
9275,3,1031,4,1,152,136,236,144,152,136,3,1
9276,1,1031,4,1,305,132,236,144,247,105,3,0
9276,2,1031,4,1,236,144,236,144,247,105,3,0
9276,3,1031,4,1,247,105,236,144,247,105,3,1
9277,1,1031,4,1,305,158,228,172,190,84,3,0
9277,2,1031,4,1,228,172,228,172,190,84,3,0
9277,3,1031,4,1,190,84,228,172,190,84,3,1
9278,1,1031,4,1,305,132,222,149,190,136,3,0
9278,2,1031,4,1,222,149,222,149,190,136,3,0
9278,3,1031,4,1,190,136,222,149,190,136,3,1
9279,1,1031,4,1,334,158,236,198,190,136,3,0
9279,2,1031,4,1,236,198,236,198,190,136,3,0
9279,3,1031,4,1,190,136,236,198,190,136,3,1
9280,1,1032,4,1,227,114,93,128,180,96,2,0
9280,2,1032,4,1,93,128,93,128,180,96,2,1
9280,3,1032,4,1,180,96,93,128,180,96,2,0
9281,1,1032,4,1,227,114,85,156,234,156,2,0
9281,2,1032,4,1,85,156,85,156,234,156,2,1
9281,3,1032,4,1,234,156,85,156,234,156,2,0
9282,1,1032,4,1,227,103,79,144,234,120,2,0
9282,2,1032,4,1,79,144,79,144,234,120,2,1
9282,3,1032,4,1,234,120,79,144,234,120,2,0
9283,1,1032,4,1,176,103,79,144,144,156,2,0
9283,2,1032,4,1,79,144,79,144,144,156,2,1
9283,3,1032,4,1,144,156,79,144,144,156,2,0
9284,1,1032,4,1,193,114,79,139,234,96,2,0
9284,2,1032,4,1,79,139,79,139,234,96,2,1
9284,3,1032,4,1,234,96,79,139,234,96,2,0
9285,1,1032,4,1,193,103,85,123,144,120,2,0
9285,2,1032,4,1,85,123,85,123,144,120,2,1
9285,3,1032,4,1,144,120,85,123,144,120,2,0
9286,1,1032,4,1,193,137,79,149,144,96,2,0
9286,2,1032,4,1,79,149,79,149,144,96,2,1
9286,3,1032,4,1,144,96,79,149,144,96,2,0
9287,1,1032,4,1,227,137,85,156,144,156,2,0
9287,2,1032,4,1,85,156,85,156,144,156,2,1
9287,3,1032,4,1,144,156,85,156,144,156,2,0
9288,1,1032,4,1,193,114,85,156,180,120,2,0
9288,2,1032,4,1,85,156,85,156,180,120,2,1
9288,3,1032,4,1,180,120,85,156,180,120,2,0
9289,1,1033,4,1,295,124,174,128,170,100,3,0
9289,2,1033,4,1,174,128,174,128,170,100,3,0
9289,3,1033,4,1,170,100,174,128,170,100,3,1
9290,1,1033,4,1,235,93,179,106,221,80,3,0
9290,2,1033,4,1,179,106,179,106,221,80,3,0
9290,3,1033,4,1,221,80,179,106,221,80,3,1
9291,1,1033,4,1,295,93,185,108,136,80,3,0
9291,2,1033,4,1,185,108,185,108,136,80,3,0
9291,3,1033,4,1,136,80,185,108,136,80,3,1
9292,1,1033,4,1,255,93,185,108,221,130,3,0
9292,2,1033,4,1,185,108,185,108,221,130,3,0
9292,3,1033,4,1,221,130,185,108,221,130,3,1
9293,1,1033,4,1,255,103,185,114,136,130,3,0
9293,2,1033,4,1,185,114,185,114,136,130,3,0
9293,3,1033,4,1,136,130,185,114,136,130,3,1
9294,1,1033,4,1,235,103,185,114,221,100,3,0
9294,2,1033,4,1,185,114,185,114,221,100,3,0
9294,3,1033,4,1,221,100,185,114,221,100,3,1
9295,1,1033,4,1,235,124,179,132,170,80,3,0
9295,2,1033,4,1,179,132,179,132,170,80,3,0
9295,3,1033,4,1,170,80,179,132,170,80,3,1
9296,1,1033,4,1,235,103,174,116,170,130,3,0
9296,2,1033,4,1,174,116,174,116,170,130,3,0
9296,3,1033,4,1,170,130,174,116,170,130,3,1
9297,1,1033,4,1,255,124,185,149,170,130,3,0
9297,2,1033,4,1,185,149,185,149,170,130,3,0
9297,3,1033,4,1,170,130,185,149,170,130,3,1
9298,1,1034,4,1,157,96,55,99,110,70,3,0
9298,2,1034,4,1,55,99,55,99,110,70,3,0
9298,3,1034,4,1,110,70,55,99,110,70,3,1
9299,1,1034,4,1,125,72,60,83,143,56,3,0
9299,2,1034,4,1,60,83,60,83,143,56,3,0
9299,3,1034,4,1,143,56,60,83,143,56,3,1
9300,1,1034,4,1,157,72,66,90,88,56,3,0
9300,2,1034,4,1,66,90,66,90,88,56,3,0
9300,3,1034,4,1,88,56,66,90,88,56,3,1
9301,1,1034,4,1,136,72,66,90,143,91,2,0
9301,2,1034,4,1,66,90,66,90,143,91,2,1
9301,3,1034,4,1,143,91,66,90,143,91,2,0
9302,1,1034,4,1,136,80,66,90,88,91,3,0
9302,2,1034,4,1,66,90,66,90,88,91,3,0
9302,3,1034,4,1,88,91,66,90,88,91,3,1
9303,1,1034,4,1,125,80,66,90,143,70,3,0
9303,2,1034,4,1,66,90,66,90,143,70,3,0
9303,3,1034,4,1,143,70,66,90,143,70,3,1
9304,1,1034,4,1,125,96,60,106,110,56,3,0
9304,2,1034,4,1,60,106,60,106,110,56,3,0
9304,3,1034,4,1,110,56,60,106,110,56,3,1
9305,1,1034,4,1,125,80,55,95,110,91,3,0
9305,2,1034,4,1,55,95,55,95,110,91,3,0
9305,3,1034,4,1,110,91,55,95,110,91,3,1
9306,1,1034,4,1,136,96,66,123,110,91,3,0
9306,2,1034,4,1,66,123,66,123,110,91,3,0
9306,3,1034,4,1,110,91,66,123,110,91,3,1
9307,1,1035,4,1,106,43,43,52,60,32,3,0
9307,2,1035,4,1,43,52,43,52,60,32,3,0
9307,3,1035,4,1,60,32,43,52,60,32,3,1
9308,1,1035,4,1,106,43,39,68,78,52,2,0
9308,2,1035,4,1,39,68,39,68,78,52,2,1
9308,3,1035,4,1,78,52,39,68,78,52,2,0
9309,1,1035,4,1,106,39,36,62,78,40,2,0
9309,2,1035,4,1,36,62,36,62,78,40,2,1
9309,3,1035,4,1,78,40,36,62,78,40,2,0
9310,1,1035,4,1,85,39,36,62,48,52,3,0
9310,2,1035,4,1,36,62,36,62,48,52,3,0
9310,3,1035,4,1,48,52,36,62,48,52,3,1
9311,1,1035,4,1,92,43,36,57,78,32,3,0
9311,2,1035,4,1,36,57,36,57,78,32,3,0
9311,3,1035,4,1,78,32,36,57,78,32,3,1
9312,1,1035,4,1,92,39,39,48,48,40,2,0
9312,2,1035,4,1,39,48,39,48,48,40,2,1
9312,3,1035,4,1,48,40,39,48,48,40,2,0
9313,1,1035,4,1,92,52,36,62,48,32,3,0
9313,2,1035,4,1,36,62,36,62,48,32,3,0
9313,3,1035,4,1,48,32,36,62,48,32,3,1
9314,1,1035,4,1,106,52,39,65,48,52,3,0
9314,2,1035,4,1,39,65,39,65,48,52,3,0
9314,3,1035,4,1,48,52,39,65,48,52,3,1
9315,1,1035,4,1,92,43,39,68,60,40,3,0
9315,2,1035,4,1,39,68,39,68,60,40,3,0
9315,3,1035,4,1,60,40,39,68,60,40,3,1
9316,1,1036,4,1,371,179,119,194,250,165,2,0
9316,2,1036,4,1,119,194,119,194,250,165,2,1
9316,3,1036,4,1,250,165,119,194,250,165,2,0
9317,1,1036,4,1,292,134,130,156,325,132,2,0
9317,2,1036,4,1,130,156,130,156,325,132,2,1
9317,3,1036,4,1,325,132,130,156,325,132,2,0
9318,1,1036,4,1,371,134,144,165,200,132,3,0
9318,2,1036,4,1,144,165,144,165,200,132,3,0
9318,3,1036,4,1,200,132,144,165,200,132,3,1
9319,1,1036,4,1,318,134,144,165,325,214,2,0
9319,2,1036,4,1,144,165,144,165,325,214,2,1
9319,3,1036,4,1,325,214,144,165,325,214,2,0
9320,1,1036,4,1,318,149,144,165,200,214,2,0
9320,2,1036,4,1,144,165,144,165,200,214,2,1
9320,3,1036,4,1,200,214,144,165,200,214,2,0
9321,1,1036,4,1,292,149,144,165,325,165,2,0
9321,2,1036,4,1,144,165,144,165,325,165,2,1
9321,3,1036,4,1,325,165,144,165,325,165,2,0
9322,1,1036,4,1,292,179,130,210,250,132,3,0
9322,2,1036,4,1,130,210,130,210,250,132,3,0
9322,3,1036,4,1,250,132,130,210,250,132,3,1
9323,1,1036,4,1,292,149,119,177,250,214,2,0
9323,2,1036,4,1,119,177,119,177,250,214,2,1
9323,3,1036,4,1,250,214,119,177,250,214,2,0
9324,1,1036,4,1,318,179,144,248,250,214,3,0
9324,2,1036,4,1,144,248,144,248,250,214,3,0
9324,3,1036,4,1,250,214,144,248,250,214,3,1
9325,1,1037,4,1,283,133,162,139,190,125,2,0
9325,2,1037,4,1,162,139,162,139,190,125,2,1
9325,3,1037,4,1,190,125,162,139,190,125,2,0
9326,1,1037,4,1,223,100,167,114,247,100,2,0
9326,2,1037,4,1,167,114,167,114,247,100,2,1
9326,3,1037,4,1,247,100,167,114,247,100,2,0
9327,1,1037,4,1,283,100,173,116,152,100,3,0
9327,2,1037,4,1,173,116,173,116,152,100,3,0
9327,3,1037,4,1,152,100,173,116,152,100,3,1
9328,1,1037,4,1,243,100,173,116,247,162,2,0
9328,2,1037,4,1,173,116,173,116,247,162,2,1
9328,3,1037,4,1,247,162,173,116,247,162,2,0
9329,1,1037,4,1,243,111,173,123,152,162,3,0
9329,2,1037,4,1,173,123,173,123,152,162,3,0
9329,3,1037,4,1,152,162,173,123,152,162,3,1
9330,1,1037,4,1,223,111,173,123,247,125,2,0
9330,2,1037,4,1,173,123,173,123,247,125,2,1
9330,3,1037,4,1,247,125,173,123,247,125,2,0
9331,1,1037,4,1,223,133,167,144,190,100,3,0
9331,2,1037,4,1,167,144,167,144,190,100,3,0
9331,3,1037,4,1,190,100,167,144,190,100,3,1
9332,1,1037,4,1,223,111,162,128,190,162,2,0
9332,2,1037,4,1,162,128,162,128,190,162,2,1
9332,3,1037,4,1,190,162,162,128,190,162,2,0
9333,1,1037,4,1,243,133,173,161,190,162,3,0
9333,2,1037,4,1,173,161,173,161,190,162,3,0
9333,3,1037,4,1,190,162,173,161,190,162,3,1
9334,1,1038,4,1,326,173,106,194,260,155,2,0
9334,2,1038,4,1,106,194,106,194,260,155,2,1
9334,3,1038,4,1,260,155,106,194,260,155,2,0
9335,1,1038,4,1,249,130,117,156,338,124,2,0
9335,2,1038,4,1,117,156,117,156,338,124,2,1
9335,3,1038,4,1,338,124,117,156,338,124,2,0
9336,1,1038,4,1,326,130,131,165,208,124,2,0
9336,2,1038,4,1,131,165,131,165,208,124,2,1
9336,3,1038,4,1,208,124,131,165,208,124,2,0
9337,1,1038,4,1,275,130,131,165,338,201,2,0
